# UI textures requiring 2x conversion to match the vendored ui/ trees
#
# Every texture the UI trees reference is listed: the engine draws a plain
# image 1:1 from the texture's top-left and never stretches it to the
# control (verified in game - 1x art renders quarter-size in its corner),
# so 2x layout needs 2x art everywhere. The reason column records what
# reads the texture: a texture-space coordinate (atlas sub-rect, 9-slice
# rect, flipbook stride, font-icon cell, IconTextureAtlases row, Lua
# SetTextureOffsetVal/SetTextureSizeVal), or drawn-1to1 for a plain ref.
# Both UI trees are swept, base and Expansion1.
#
# input_file is the thing to upscale, relative to the extraction root, and
# decoded is its MEASURED size. A .png input was a dictionary-coded pair
# (<name>.dds blocks + <name>-index.dds); a .dds input is a plain texture.
#
# USE-EXPANSION-COPY: the name is in both UI packs with different content;
# the Rising Tide copy is the one the game loads and the one listed here.
#
# pack	filename	input_file	decoded	bytes	reasons

UITextures.fpk	popup_image_affinity.dds	UITextures.fpk/popup_image_affinity.dds	585x125	388816	drawn-1to1
UITextures.fpk	popup_image_alien_nest.dds	UITextures.fpk/popup_image_alien_nest.dds	585x155	482188	drawn-1to1
UITextures.fpk	popup_image_expedition.dds	UITextures.fpk/popup_image_expedition.dds	585x125	388816	drawn-1to1
UITextures.fpk	popup_image_marvel.dds	UITextures.fpk/popup_image_marvel.dds	585x125	388816	drawn-1to1
UITextures.fpk	popup_image_quest.dds	UITextures.fpk/popup_image_quest.dds	585x125	388816	drawn-1to1
UITextures.fpk	popup_image_resource_pod.dds	UITextures.fpk/popup_image_resource_pod.dds	585x125	388816	drawn-1to1
UITextures.fpk	popup_image_techcomplete.dds	UITextures.fpk/popup_image_techcomplete.dds	585x125	388816	drawn-1to1
UITextures.fpk	popupwindow.dds	UITextures.fpk/popupwindow.dds	155x155	127572	9-slice
UITextures.fpk	positivemessagebackground.dds	UITextures_converted/positivemessagebackground.png	238x69	6482	drawn-1to1
UITextures.fpk	productionlistbackground.dds	UITextures.fpk/productionlistbackground.dds	32x32	5588	9-slice
UITextures.fpk	productionqueueitem.dds	UITextures.fpk/productionqueueitem.dds	32x32	5588	9-slice
UITextures.fpk	productionqueueremovebuttons.dds	UITextures_converted/productionqueueremovebuttons.png	41x168	12134	drawn-1to1
UITextures.fpk	progressbarbackingcovertops.dds	UITextures.fpk/progressbarbackingcovertops.dds	256x64	87504	9-slice
UITextures.fpk	progressbarcovertopbg.dds	UITextures.fpk/progressbarcovertopbg.dds	256x16	21952	drawn-1to1
UITextures.fpk	progressbarcovertopcurrent.dds	UITextures.fpk/progressbarcovertopcurrent.dds	256x16	21952	drawn-1to1,lua-runtime-offset
UITextures.fpk	progressbarcovertopnext.dds	UITextures.fpk/progressbarcovertopnext.dds	256x16	21952	drawn-1to1,lua-runtime-offset
UITextures.fpk	progressgray.dds	UITextures_converted/progressgray.png	21x33	398	atlas-subrect,drawn-1to1
UITextures.fpk	progressorange.dds	UITextures_converted/progressorange.png	21x33	420	atlas-subrect,drawn-1to1
UITextures.fpk	prologue_affinities.dds	UITextures_converted/prologue_affinities.png	1000x460	576883	drawn-1to1
UITextures.fpk	prologue_exploration.dds	UITextures_converted/prologue_exploration.png	1000x460	1049992	drawn-1to1
UITextures.fpk	promotionatlas.dds	UITextures_converted/promotionatlas.png	512x256	14671	database-ref,icon-atlas
UITextures.fpk	promotions24gold.dds	UITextures_converted/promotions24gold.png	24x96	2034	drawn-1to1
UITextures.fpk	promotions256.dds	UITextures_converted/promotions256.png	256x256	70377	database-ref,drawn-1to1,icon-atlas
UITextures.fpk	promotions512.dds	UITextures_converted/promotions512.png	512x512	118542	database-ref,drawn-1to1,icon-atlas
UITextures.fpk	pulldowncorner.dds	UITextures_converted/pulldowncorner.png	13x13	341	drawn-1to1
UITextures.fpk	purchaseplotbacking.dds	UITextures.fpk/purchaseplotbacking.dds	64x256	87504	9-slice
UITextures.fpk	puritybar.dds	UITextures_converted/puritybar.png	5x30	393	drawn-1to1
UITextures.fpk	questactive_checkbox.dds	UITextures_converted/questactive_checkbox.png	32x32	544	drawn-1to1
UITextures.fpk	questactive_checkmark.dds	UITextures_converted/questactive_checkmark.png	32x32	1402	drawn-1to1
UITextures.fpk	questactive_minus.dds	UITextures_converted/questactive_minus.png	32x32	736	drawn-1to1
UITextures.fpk	questactive_plus.dds	UITextures_converted/questactive_plus.png	32x32	1644	drawn-1to1
UITextures.fpk	questcheckbuttons.dds	UITextures_converted/questcheckbuttons.png	32x64	1691	atlas-subrect
UITextures.fpk	questicons100.dds	UITextures_converted/questicons100.png	1024x1024	147520	database-ref,icon-atlas
UITextures.fpk	questinactive_minus.dds	UITextures_converted/questinactive_minus.png	34x34	430	drawn-1to1
UITextures.fpk	questinactive_plus.dds	UITextures_converted/questinactive_plus.png	34x34	654	drawn-1to1
UITextures.fpk	questitemhighlightbacking.dds	UITextures.fpk/questitemhighlightbacking.dds	4x32	800	9-slice
UITextures.fpk	questpromptdefault.dds	UITextures_converted/questpromptdefault.png	200x250	126360	drawn-1to1
UITextures.fpk	rbracket.dds	UITextures.fpk/rbracket.dds	9x27	1372	9-slice
UITextures.fpk	religionheader.dds	UITextures.fpk/religionheader.dds	63x63	20984	9-slice
UITextures.fpk	religionslot.dds	UITextures.fpk/religionslot.dds	64x64	21972	9-slice
UITextures.fpk	religionslot_highlighted.dds	UITextures.fpk/religionslot_highlighted.dds	76x76	30860	9-slice
UITextures.fpk	resources2_128.dds	UITextures_converted/resources2_128.png	128x128	15653	database-ref,icon-atlas
UITextures.fpk	resources2_256.dds	UITextures_converted/resources2_256.png	256x256	44063	database-ref,icon-atlas
UITextures.fpk	resources2_45.dds	UITextures_converted/resources2_45.png	45x45	2774	database-ref,icon-atlas
UITextures.fpk	resources2_64.dds	UITextures_converted/resources2_64.png	64x64	4962	database-ref,icon-atlas
UITextures.fpk	resources2_80.dds	UITextures_converted/resources2_80.png	80x80	7160	database-ref,icon-atlas
UITextures.fpk	resourcesback64.dds	UITextures_converted/resourcesback64.png	64x64	877	drawn-1to1
UITextures.fpk	returnbutton.dds	UITextures.fpk/returnbutton.dds	31x116	19016	9-slice
UITextures.fpk	rightbracket.dds	UITextures_converted/rightbracket.png	53x48	1967	drawn-1to1
UITextures.fpk	scrollbar.dds	UITextures.fpk/scrollbar.dds	16x64	5584	9-slice
UITextures.fpk	scrollbarback.dds	UITextures.fpk/scrollbarback.dds	16x16	1492	9-slice
UITextures.fpk	scrollbardown.dds	UITextures_converted/scrollbardown.png	21x90	1439	drawn-1to1
UITextures.fpk	scrollbarfadebacking.dds	UITextures.fpk/scrollbarfadebacking.dds	64x64	21972	9-slice
UITextures.fpk	scrollbarleft.dds	UITextures_converted/scrollbarleft.png	18x72	1487	drawn-1to1
UITextures.fpk	scrollbarright.dds	UITextures_converted/scrollbarright.png	18x72	1537	drawn-1to1
UITextures.fpk	scrollbarup.dds	UITextures_converted/scrollbarup.png	21x90	1450	drawn-1to1
UITextures.fpk	searchbar.dds	UITextures.fpk/searchbar.dds	33x28	5004	9-slice
UITextures.fpk	sectionselectbackground.dds	UITextures_converted/sectionselectbackground.png	648x197	77682	drawn-1to1
UITextures.fpk	seededstartatlas.dds	UITextures_converted/seededstartatlas.png	1024x1024	463095	database-ref,icon-atlas
UITextures.fpk	seededstartatlas64.dds	UITextures_converted/seededstartatlas64.png	512x512	141192	database-ref,icon-atlas
UITextures.fpk	seededstartcargo128.dds	UITextures_converted/seededstartcargo128.png	512x512	90008	database-ref,icon-atlas
UITextures.fpk	seededstartcargo256.dds	UITextures_converted/seededstartcargo256.png	1024x1024	184137	database-ref,icon-atlas
UITextures.fpk	seededstartcargo64.dds	UITextures_converted/seededstartcargo64.png	256x256	44905	database-ref,icon-atlas
UITextures.fpk	seededstartcargoselectback.dds	UITextures_converted/seededstartcargoselectback.png	2560x1440	10339420	drawn-1to1
UITextures.fpk	seededstartcolonists128.dds	UITextures_converted/seededstartcolonists128.png	512x512	76460	database-ref,icon-atlas
UITextures.fpk	seededstartcolonists256.dds	UITextures_converted/seededstartcolonists256.png	1024x1024	170836	database-ref,icon-atlas
UITextures.fpk	seededstartcolonists64.dds	UITextures_converted/seededstartcolonists64.png	256x256	30205	database-ref,icon-atlas
UITextures.fpk	seededstartcolonistselectback.dds	UITextures_converted/seededstartcolonistselectback.png	2560x1440	7093371	drawn-1to1
UITextures.fpk	seededstartleaderselectback.dds	UITextures.fpk/seededstartleaderselectback.dds	5333x3000	63996128	drawn-1to1
UITextures.fpk	seededstartshipselectback.dds	UITextures_converted/seededstartshipselectback.png	2560x1440	7289218	drawn-1to1
UITextures.fpk	seededstartspacecraft128.dds	UITextures_converted/seededstartspacecraft128.png	512x512	135130	database-ref,icon-atlas
UITextures.fpk	seededstartspacecraft256.dds	UITextures_converted/seededstartspacecraft256.png	1024x1024	409864	database-ref,icon-atlas
UITextures.fpk	seededstartspacecraft64.dds	UITextures_converted/seededstartspacecraft64.png	256x256	42769	database-ref,icon-atlas
UITextures.fpk	seededstartworldselectback.dds	UITextures.fpk/seededstartworldselectback.dds	5333x3000	63996128	drawn-1to1
UITextures.fpk	selectedborderfull.dds	UITextures_converted/selectedborderfull.png	32x69	1257	drawn-1to1
UITextures.fpk	selectedborderleaf.dds	UITextures_converted/selectedborderleaf.png	26x56	1416	drawn-1to1
UITextures.fpk	selecteddown.dds	UITextures.fpk/selecteddown.dds	32x128	21980	drawn-1to1
UITextures.fpk	selecteddown32.dds	UITextures_converted/selecteddown32.png	32x128	2209	drawn-1to1
UITextures.fpk	selectedup.dds	UITextures.fpk/selectedup.dds	32x128	21980	drawn-1to1
UITextures.fpk	selectedup32.dds	UITextures_converted/selectedup32.png	32x128	2204	drawn-1to1
UITextures.fpk	setupsectionsmenubackground.dds	UITextures_converted/setupsectionsmenubackground.png	553x81	1838	drawn-1to1
UITextures.fpk	setuptab2.dds	UITextures_converted/setuptab2.png	354x34	3640	drawn-1to1
UITextures.fpk	shieldicon.dds	UITextures_converted/shieldicon.png	20x20	613	drawn-1to1
UITextures.fpk	shineanim.dds	UITextures_converted/shineanim.png	256x256	1701	drawn-1to1
UITextures.fpk	sideright.dds	UITextures.fpk/sideright.dds	16x32	2856	9-slice,atlas-subrect,drawn-1to1
UITextures.fpk	slider32.dds	UITextures.fpk/slider32.dds	32x128	21980	9-slice
UITextures.fpk	sliderbackh.dds	UITextures.fpk/sliderbackh.dds	128x32	21980	9-slice
UITextures.fpk	slotbutton_blue.dds	UITextures.fpk/slotbutton_blue.dds	80x320	136640	9-slice
UITextures.fpk	slotbutton_gray.dds	UITextures.fpk/slotbutton_gray.dds	80x320	136640	9-slice
UITextures.fpk	slotbutton_purple.dds	UITextures.fpk/slotbutton_purple.dds	80x320	136640	9-slice
UITextures.fpk	slotbutton_yellow.dds	UITextures.fpk/slotbutton_yellow.dds	80x320	136640	9-slice
UITextures.fpk	smalldropdownarrow.dds	UITextures_converted/smalldropdownarrow.png	16x6	360	atlas-subrect
UITextures.fpk	socialpolicies1024.dds	UITextures_converted/socialpolicies1024.png	1024x1024	665263	database-ref,icon-atlas
UITextures.fpk	socialpolicies512.dds	UITextures_converted/socialpolicies512.png	512x512	130966	database-ref,drawn-1to1,icon-atlas
UITextures.fpk	socialpoliciesachieved512.dds	UITextures_converted/socialpoliciesachieved512.png	512x512	130966	database-ref,icon-atlas
UITextures.fpk	staricon.dds	UITextures_converted/staricon.png	32x32	1524	drawn-1to1
UITextures.fpk	subheader.dds	UITextures.fpk/subheader.dds	36x36	6932	9-slice
UITextures.fpk	supremacybar.dds	UITextures_converted/supremacybar.png	5x30	386	drawn-1to1
UITextures.fpk	swapbutton.dds	UITextures_converted/swapbutton.png	64x256	13416	atlas-subrect,drawn-1to1
UITextures.fpk	t_basicmovement1.dds	UITextures_converted/t_basicmovement1.png	680x560	985844	database-ref
UITextures.fpk	t_basicmovement2.dds	UITextures_converted/t_basicmovement2.png	680x560	1005707	database-ref
UITextures.fpk	t_combat1.dds	UITextures_converted/t_combat1.png	680x560	909458	database-ref
UITextures.fpk	t_combat2.dds	UITextures_converted/t_combat2.png	680x560	829828	database-ref
UITextures.fpk	t_combat3.dds	UITextures_converted/t_combat3.png	680x560	846940	database-ref
UITextures.fpk	t_covert1.dds	UITextures_converted/t_covert1.png	680x560	215891	database-ref
UITextures.fpk	t_covert2.dds	UITextures_converted/t_covert2.png	680x560	254591	database-ref
UITextures.fpk	t_covert3.dds	UITextures_converted/t_covert3.png	680x560	228687	database-ref
UITextures.fpk	t_covert6.dds	UITextures_converted/t_covert6.png	680x560	413003	database-ref
UITextures.fpk	t_covert7.dds	UITextures_converted/t_covert7.png	680x560	660158	database-ref
UITextures.fpk	t_diplo.dds	UITextures_converted/t_diplo.png	680x560	129459	database-ref
UITextures.fpk	t_quest1.dds	UITextures_converted/t_quest1.png	680x560	211279	database-ref
UITextures.fpk	t_quest2.dds	UITextures_converted/t_quest2.png	680x560	223922	database-ref
UITextures.fpk	t_sat1.dds	UITextures_converted/t_sat1.png	680x560	999023	database-ref
UITextures.fpk	t_sat2.dds	UITextures_converted/t_sat2.png	680x560	642682	database-ref
UITextures.fpk	t_sat4.dds	UITextures_converted/t_sat4.png	680x560	656225	database-ref
UITextures.fpk	t_sat5.dds	UITextures_converted/t_sat5.png	680x560	659099	database-ref
UITextures.fpk	t_science1.dds	UITextures.fpk/t_science1.dds	680x559	2025588	database-ref
UITextures.fpk	t_science2.dds	UITextures.fpk/t_science2.dds	680x559	2025588	database-ref
UITextures.fpk	t_science3.dds	UITextures.fpk/t_science3.dds	680x559	2025588	database-ref
UITextures.fpk	t_science4.dds	UITextures.fpk/t_science4.dds	680x559	2025588	database-ref
UITextures.fpk	t_upgrade1.dds	UITextures_converted/t_upgrade1.png	680x560	373661	database-ref
UITextures.fpk	t_upgrade2.dds	UITextures_converted/t_upgrade2.png	680x560	367818	database-ref
UITextures.fpk	t_upgrade3.dds	UITextures_converted/t_upgrade3.png	680x560	378917	database-ref
UITextures.fpk	t_upgrade4.dds	UITextures_converted/t_upgrade4.png	680x560	350217	database-ref
UITextures.fpk	t_virtues1.dds	UITextures.fpk/t_virtues1.dds	680x560	2030856	database-ref
UITextures.fpk	t_virtues2.dds	UITextures.fpk/t_virtues2.dds	680x560	2030856	database-ref
UITextures.fpk	t_virtues3.dds	UITextures.fpk/t_virtues3.dds	680x560	2030856	database-ref
UITextures.fpk	tabbacking_square.dds	UITextures.fpk/tabbacking_square.dds	32x160	27440	9-slice
UITextures.fpk	tabbackings.dds	UITextures.fpk/tabbackings.dds	64x160	54728	9-slice
UITextures.fpk	tablebutton.dds	UITextures.fpk/tablebutton.dds	32x128	21968	9-slice
UITextures.fpk	tablecolumnseparator.dds	UITextures_converted/tablecolumnseparator.png	2x26	278	drawn-1to1
UITextures.fpk	tablerowgrouping.dds	UITextures.fpk/tablerowgrouping.dds	32x32	5588	9-slice
UITextures.fpk	tabspacer.dds	UITextures.fpk/tabspacer.dds	8x5	332	9-slice
UITextures.fpk	techatlassmall.dds	UITextures_converted/techatlassmall.png	64x64	9343	drawn-1to1
UITextures.fpk	techcorner.dds	UITextures.fpk/techcorner.dds	209x71	78684	9-slice
UITextures.fpk	techiconaffinity138.dds	UITextures.fpk/techiconaffinity138.dds	138x138	76304	drawn-1to1,lua-runtime-offset
UITextures.fpk	techiconbacking.dds	UITextures_converted/techiconbacking.png	128x128	7224	drawn-1to1
UITextures.fpk	technologyatlas.dds	UITextures_converted/technologyatlas.png	2048x2048	450920	database-ref,icon-atlas
UITextures.fpk	technologyatlas1024.dds	UITextures_converted/technologyatlas1024.png	1024x1024	154760	database-ref,drawn-1to1,icon-atlas
UITextures.fpk	technologyatlas1712.dds	UITextures_converted/technologyatlas1712.png	1712x1712	657136	database-ref,icon-atlas
UITextures.fpk	technologyatlas360.dds	UITextures_converted/technologyatlas360.png	320x320	26826	database-ref,icon-atlas
UITextures.fpk	technologyatlas512.dds	UITextures_converted/technologyatlas512.png	512x512	54164	database-ref,drawn-1to1,icon-atlas,lua-runtime-offset
UITextures.fpk	technologyatlas640.dds	UITextures_converted/technologyatlas640.png	640x640	74777	database-ref,icon-atlas
UITextures.fpk	technologywebbackground.dds	UITextures_converted/technologywebbackground.png	1024x1024	551401	drawn-1to1
UITextures.fpk	techprogressbacking.dds	UITextures_converted/techprogressbacking.png	227x7	538	drawn-1to1
UITextures.fpk	techprogressfill.dds	UITextures_converted/techprogressfill.png	213x7	456	drawn-1to1
UITextures.fpk	techprogressfill_dark.dds	UITextures_converted/techprogressfill_dark.png	213x7	460	drawn-1to1
UITextures.fpk	techwebatlas.dds	UITextures.fpk/techwebatlas.dds	512x128	349648	drawn-1to1,lua-runtime-offset
UITextures.fpk	techwebfiltergridbacking.dds	UITextures.fpk/techwebfiltergridbacking.dds	32x32	5588	9-slice
UITextures.fpk	techweboptionsbacking.dds	UITextures.fpk/techweboptionsbacking.dds	39x44	9160	9-slice
UITextures.fpk	techweboptionsbackingflipped.dds	UITextures.fpk/techweboptionsbackingflipped.dds	39x44	9160	9-slice
UITextures.fpk	techwebsearchbacking.dds	UITextures.fpk/techwebsearchbacking.dds	32x32	5588	9-slice
UITextures.fpk	techwebsearchicon.dds	UITextures_converted/techwebsearchicon.png	32x32	1374	drawn-1to1
UITextures.fpk	temptutorial.dds	UITextures.fpk/temptutorial.dds	650x560	1456128	database-ref,drawn-1to1,lua-runtime-offset
UITextures.fpk	textfield.dds	UITextures.fpk/textfield.dds	24x24	3192	9-slice
UITextures.fpk	tier1.dds	UITextures_converted/tier1.png	34x34	1184	drawn-1to1
UITextures.fpk	tier2.dds	UITextures_converted/tier2.png	34x34	1345	drawn-1to1
UITextures.fpk	tier3.dds	UITextures_converted/tier3.png	34x34	1424	drawn-1to1
UITextures.fpk	timerframe.dds	UITextures_converted/timerframe.png	121x121	10943	drawn-1to1
UITextures.fpk	timerframe_center.dds	UITextures_converted/timerframe_center.png	51x51	2826	drawn-1to1
UITextures.fpk	timermeter.dds	UITextures_converted/timermeter.png	100x100	22240	atlas-subrect,drawn-1to1
UITextures.fpk	timermeter_turnended.dds	UITextures_converted/timermeter_turnended.png	100x100	23597	drawn-1to1
UITextures.fpk	top512icontrim.dds	UITextures_converted/top512icontrim.png	256x64	16471	drawn-1to1
UITextures.fpk	topbar.dds	UITextures.fpk/topbar.dds	36x36	6932	drawn-1to1
UITextures.fpk	topbar_separator.dds	UITextures.fpk/topbar_separator.dds	44x30	6728	9-slice
UITextures.fpk	topbarbackground.dds	UITextures_converted/topbarbackground.png	40x40	286	drawn-1to1
UITextures.fpk	tradebackinggrid.dds	UITextures.fpk/tradebackinggrid.dds	4x228	4916	9-slice
UITextures.fpk	tutorialstepbg.dds	UITextures.fpk/tutorialstepbg.dds	47x47	11684	drawn-1to1,lua-runtime-offset
UITextures.fpk	unemployedindicator.dds	UITextures.fpk/unemployedindicator.dds	64x64	21972	drawn-1to1
UITextures.fpk	unemploymentcitizensgrid.dds	UITextures.fpk/unemploymentcitizensgrid.dds	8x94	3888	9-slice
UITextures.fpk	unitactions.dds	UITextures_converted/unitactions.png	512x512	289447	atlas-subrect,database-ref,drawn-1to1,icon-atlas
UITextures.fpk	unitactions1024.dds	UITextures_converted/unitactions1024.png	1024x1024	471009	database-ref,icon-atlas
UITextures.fpk	unitactions360.dds	UITextures_converted/unitactions360.png	360x360	171669	database-ref,drawn-1to1,icon-atlas
UITextures.fpk	unitflagbase.dds	UITextures_converted/unitflagbase.png	256x256	31183	atlas-subrect,drawn-1to1
UITextures.fpk	unitflagciv.dds	UITextures_converted/unitflagciv.png	256x256	15039	atlas-subrect,drawn-1to1,lua-runtime-offset
UITextures.fpk	unitflagcivmask.dds	UITextures_converted/unitflagcivmask.png	64x64	955	drawn-1to1
UITextures.fpk	unitflagembark.dds	UITextures_converted/unitflagembark.png	256x256	15039	drawn-1to1
UITextures.fpk	unitflagembarkmask.dds	UITextures_converted/unitflagembarkmask.png	64x64	955	drawn-1to1
UITextures.fpk	unitflagfortify.dds	UITextures_converted/unitflagfortify.png	256x256	14774	drawn-1to1
UITextures.fpk	unitflagfortifymask.dds	UITextures_converted/unitflagfortifymask.png	64x64	1576	drawn-1to1
UITextures.fpk	unitflagmask.dds	UITextures_converted/unitflagmask.png	64x64	1286	drawn-1to1
UITextures.fpk	unitflagorbital.dds	UITextures_converted/unitflagorbital.png	256x256	15239	drawn-1to1
UITextures.fpk	unitflagorbitalmask.dds	UITextures_converted/unitflagorbitalmask.png	64x64	1306	drawn-1to1
UITextures.fpk	unitflagshine.dds	UITextures_converted/unitflagshine.png	64x64	375	drawn-1to1
UITextures.fpk	unitflagstatesatlas.dds	UITextures_converted/unitflagstatesatlas.png	256x256	24122	drawn-1to1
UITextures.fpk	unitflagtrade.dds	UITextures_converted/unitflagtrade.png	256x256	15039	drawn-1to1
UITextures.fpk	unitflagtrademask.dds	UITextures_converted/unitflagtrademask.png	64x64	955	drawn-1to1
UITextures.fpk	unitneedsorders.dds	UITextures_converted/unitneedsorders.png	76x76	9575	atlas-subrect
UITextures.fpk	unitpanelarrows.dds	UITextures_converted/unitpanelarrows.png	90x135	5192	atlas-subrect,drawn-1to1
UITextures.fpk	unitpanelbackground.dds	UITextures.fpk/unitpanelbackground.dds	492x242	595448	9-slice
UITextures.fpk	unitportraitsearly.dds	UITextures_converted/unitportraitsearly.png	2048x2048	3000788	database-ref,icon-atlas
UITextures.fpk	unitsbackground.dds	UITextures.fpk/unitsbackground.dds	32x32	5588	9-slice
UITextures.fpk	unitupgrade3dfill.dds	UITextures.fpk/unitupgrade3dfill.dds	590x450	1062128	drawn-1to1
UITextures.fpk	unitupgradebanner.dds	UITextures.fpk/unitupgradebanner.dds	376x39	58784	9-slice
UITextures.fpk	unitupgradebannercenter.dds	UITextures.fpk/unitupgradebannercenter.dds	91x86	31432	drawn-1to1
UITextures.fpk	unitupgradebuttonglyphs280.dds	UITextures.fpk/unitupgradebuttonglyphs280.dds	280x120	134528	database-ref,icon-atlas
UITextures.fpk	unitupgradechooserframe.dds	UITextures.fpk/unitupgradechooserframe.dds	406x406	659472	drawn-1to1
UITextures.fpk	unitupgradechooserring1.dds	UITextures.fpk/unitupgradechooserring1.dds	148x148	87744	drawn-1to1
UITextures.fpk	unitupgradechooserring2.dds	UITextures.fpk/unitupgradechooserring2.dds	246x246	242192	drawn-1to1
UITextures.fpk	unitupgradechosenbutton.dds	UITextures.fpk/unitupgradechosenbutton.dds	42x168	28352	drawn-1to1
UITextures.fpk	unitupgradecostbanner.dds	UITextures.fpk/unitupgradecostbanner.dds	334x57	76280	9-slice
UITextures.fpk	unitupgradecostbannerbottom.dds	UITextures.fpk/unitupgradecostbannerbottom.dds	74x20	6048	drawn-1to1
UITextures.fpk	unitupgradecostbannertop.dds	UITextures.fpk/unitupgradecostbannertop.dds	74x20	6048	drawn-1to1
UITextures.fpk	unitupgradecostbutton.dds	UITextures.fpk/unitupgradecostbutton.dds	42x168	28352	drawn-1to1
UITextures.fpk	unitupgradeemptyfill.dds	UITextures.fpk/unitupgradeemptyfill.dds	16x16	1152	drawn-1to1
UITextures.fpk	unitupgradelevel1.dds	UITextures.fpk/unitupgradelevel1.dds	25x45	4628	drawn-1to1
UITextures.fpk	unitupgradelevelindicator32.dds	UITextures.fpk/unitupgradelevelindicator32.dds	96x96	36992	drawn-1to1
UITextures.fpk	unitupgradelevelupheader.dds	UITextures.fpk/unitupgradelevelupheader.dds	37x49	7380	9-slice
UITextures.fpk	unitupgradeperkslotcurrent.dds	UITextures.fpk/unitupgradeperkslotcurrent.dds	83x45	15068	drawn-1to1
UITextures.fpk	unitupgradeperkslotfuture.dds	UITextures.fpk/unitupgradeperkslotfuture.dds	83x45	15068	drawn-1to1
UITextures.fpk	unitupgradeperkslotprevious.dds	UITextures.fpk/unitupgradeperkslotprevious.dds	83x45	15068	drawn-1to1
UITextures.fpk	unitupgradeplannerheader.dds	UITextures.fpk/unitupgradeplannerheader.dds	37x49	7380	9-slice
UITextures.fpk	unitupgradesfpo.dds	UITextures_converted/unitupgradesfpo.png	128x128	30434	drawn-1to1,lua-runtime-offset
UITextures.fpk	unitupgradestattitle.dds	UITextures.fpk/unitupgradestattitle.dds	170x27	18488	9-slice
UITextures.fpk	unitupgradeunitbutton.dds	UITextures.fpk/unitupgradeunitbutton.dds	235x768	722048	drawn-1to1,lua-runtime-offset
UITextures.fpk	unitupgradeunitlockedbutton.dds	UITextures.fpk/unitupgradeunitlockedbutton.dds	235x768	722048	drawn-1to1,lua-runtime-offset
UITextures.fpk	unitupgradeunitstandoff.dds	UITextures.fpk/unitupgradeunitstandoff.dds	590x4	9568	drawn-1to1
UITextures.fpk	unitupgradeunitstandon.dds	UITextures.fpk/unitupgradeunitstandon.dds	590x4	9568	drawn-1to1
UITextures.fpk	unitupgradeupgradebutton.dds	UITextures.fpk/unitupgradeupgradebutton.dds	42x168	28352	drawn-1to1
UITextures.fpk	upgrade_affinityowned.dds	UITextures.fpk/upgrade_affinityowned.dds	45x29	6960	9-slice
UITextures.fpk	upgrade_affinityreq.dds	UITextures.fpk/upgrade_affinityreq.dds	27x30	4356	9-slice
UITextures.fpk	upgradeiconbutton.dds	UITextures_converted/upgradeiconbutton.png	52x104	3081	atlas-subrect
UITextures.fpk	upgradepreviewheader.dds	UITextures_converted/upgradepreviewheader.png	55x55	230	9-slice
UITextures.fpk	verticaltrim.dds	UITextures.fpk/verticaltrim.dds	8x32	1500	drawn-1to1
UITextures.fpk	victory_defeat.dds	UITextures.fpk/victory_defeat.dds	953x531	2024300	drawn-1to1
UITextures.fpk	victorybutton.dds	UITextures.fpk/victorybutton.dds	96x480	245828	9-slice
UITextures.fpk	victoryfirstplace.dds	UITextures_converted/victoryfirstplace.png	26x42	1799	drawn-1to1
UITextures.fpk	victoryiconbackingthemlarge.dds	UITextures_converted/victoryiconbackingthemlarge.png	64x64	519	drawn-1to1
UITextures.fpk	victoryiconbackingthemsmall.dds	UITextures_converted/victoryiconbackingthemsmall.png	64x64	550	drawn-1to1
UITextures.fpk	victoryprogressfill.dds	UITextures_converted/victoryprogressfill.png	48x8	175	drawn-1to1
UITextures.fpk	victoryquesticons.dds	UITextures_converted/victoryquesticons.png	512x256	130102	database-ref,icon-atlas
UITextures.fpk	virtue_column_industry.dds	UITextures_converted/virtue_column_industry.png	230x548	236965	database-ref
UITextures.fpk	virtue_column_knowledge.dds	UITextures_converted/virtue_column_knowledge.png	230x548	201309	database-ref
UITextures.fpk	virtue_column_might.dds	UITextures_converted/virtue_column_might.png	230x548	215445	database-ref,drawn-1to1
UITextures.fpk	virtue_column_prosperity.dds	UITextures_converted/virtue_column_prosperity.png	230x548	264307	database-ref
UITextures.fpk	virtue_columnheader.dds	UITextures_converted/virtue_columnheader.png	226x45	421	drawn-1to1
UITextures.fpk	virtue_hbracket.dds	UITextures.fpk/virtue_hbracket.dds	27x9	1372	9-slice
UITextures.fpk	virtue_industrybonus_off.dds	UITextures_converted/virtue_industrybonus_off.png	24x24	1414	drawn-1to1
UITextures.fpk	virtue_industrybonus_on.dds	UITextures_converted/virtue_industrybonus_on.png	24x24	1591	drawn-1to1
UITextures.fpk	virtue_knowledgebonus_off.dds	UITextures_converted/virtue_knowledgebonus_off.png	24x24	1354	drawn-1to1
UITextures.fpk	virtue_knowledgebonus_on.dds	UITextures_converted/virtue_knowledgebonus_on.png	24x24	1634	drawn-1to1
UITextures.fpk	virtue_level1bonus_off.dds	UITextures_converted/virtue_level1bonus_off.png	24x24	1358	drawn-1to1
UITextures.fpk	virtue_level1bonus_on.dds	UITextures_converted/virtue_level1bonus_on.png	24x24	1707	drawn-1to1
UITextures.fpk	virtue_level2bonus_off.dds	UITextures_converted/virtue_level2bonus_off.png	24x24	1376	drawn-1to1
